subject_id,condition,phase,node_c,node_1,node_2,node_3,dist_1,dist_2,dist_3,trial_timestamp,choice_timestamp,response_timestamp,response_delay,response_key,response,accuracy
0927,Interleaved,Direct,9,8,5,12,1,4,2,0.02882154099984291,0.5321528329998273,0.5894545409998955,0.057301708000068174,d,2,0
0927,Interleaved,Direct,4,5,9,1,1,3,2,0.7094587909998609,1.2123467909998453,1.3814669159999085,0.16912012500006313,d,2,0
0927,Interleaved,Direct,6,11,9,12,2,1,3,1.5049965829998655,2.0077946249998604,2.0385428329998376,0.03074820799997724,d,2,0
0927,Interleaved,Direct,8,12,6,7,3,2,1,2.164619749999929,2.667521165999915,2.7074231659998986,0.03990199999998367,d,2,1
0927,Interleaved,Direct,2,5,3,8,2,1,4,2.8076548329997877,3.3103424999999334,3.385739665999836,0.07539716599990243,d,2,0
0927,Interleaved,Direct,12,3,4,6,2,1,3,3.4851471659999333,3.987988290999965,4.067364832999829,0.07937654199986355,d,2,0
0927,Interleaved,Direct,4,11,7,3,2,3,1,4.187888499999872,4.690890499999796,4.76950666599987,0.07861616600007437,d,2,1
0927,Interleaved,Direct,2,8,1,9,4,1,3,4.871672040999783,5.374593374999904,5.455532332999837,0.08093895799993334,d,2,0
0927,Interleaved,Direct,10,9,6,12,1,2,3,5.556006874999866,6.058947582999963,10.533618707999949,4.474671124999986,d,2,0
0927,Interleaved,Direct,3,10,12,6,3,2,1,10.637691332999793,11.140477790999967,11.20120299999985,0.06072520899988376,d,2,1
0927,Interleaved,Direct,11,12,5,6,1,3,2,11.303071540999781,11.805861707999838,11.982217415999912,0.17635570800007372,d,2,0
0927,Interleaved,Direct,3,7,2,10,2,1,3,12.10886879099985,12.611638040999878,12.667204832999914,0.055566792000036,d,2,0
0927,Interleaved,Direct,9,4,11,12,3,1,2,12.788400082999942,13.291211415999896,13.35910183299984,0.06789041699994414,d,2,0
0927,Interleaved,Direct,5,4,3,10,1,2,5,13.463330957999915,13.966221582999879,14.039203749999842,0.07298216699996374,d,2,0
0927,Interleaved,Direct,4,10,2,11,4,1,2,14.161666165999804,14.664521499999864,14.874093165999966,0.2095716660001017,d,2,0
0927,Interleaved,Direct,9,6,1,12,1,4,2,14.996619665999788,15.499456540999972,15.584682040999951,0.08522549999997864,d,2,0
0927,Interleaved,Direct,7,10,8,2,2,1,3,15.714166707999993,16.217205999999805,16.276025082999922,0.058819083000116734,d,2,0
0927,Interleaved,Direct,12,3,7,11,2,4,1,16.40519137499996,16.907964915999855,16.923239749999993,0.015274834000138071,d,2,1
0927,Interleaved,Direct,3,10,1,11,3,2,1,17.025140790999785,17.52782929099999,17.628019832999826,0.10019054199983657,d,2,1
0927,Interleaved,Direct,8,11,12,9,2,3,1,17.731008957999848,18.233804999999847,18.259089540999867,0.02528454100001909,d,2,1
0927,Interleaved,Direct,10,6,8,12,2,1,3,18.361670540999967,18.86450229099978,18.956155040999874,0.09165275000009387,d,2,0
0927,Interleaved,Direct,3,10,7,4,3,2,1,19.059185540999806,19.56205758299984,19.652043290999927,0.08998570800008565,d,2,1
0927,Interleaved,Direct,9,12,10,2,2,1,3,19.775735457999872,20.278502290999995,20.39028899999994,0.11178670899994358,d,2,0
0927,Interleaved,Direct,2,11,9,4,2,3,1,20.494878624999956,20.99777862499991,21.07501974999991,0.07724112500000047,d,2,1
0927,Interleaved,Direct,8,10,3,6,1,3,2,21.17882620799992,21.68163208299984,21.766846790999807,0.08521470799996678,d,2,0
0927,Interleaved,Direct,11,5,3,2,3,1,2,21.870934915999896,22.3736339579998,22.459946499999887,0.08631254200008698,d,2,0
0927,Interleaved,Direct,7,3,6,1,2,1,4,22.61400058299978,23.116810457999918,23.14608475,0.029274292000081914,d,2,0
0927,Interleaved,Direct,11,1,9,8,3,1,2,23.250958374999982,23.753734540999858,23.785865290999936,0.03213075000007848,d,2,0
0927,Interleaved,Direct,4,12,8,7,1,4,3,23.91077458299992,24.41368991599984,24.447969624999814,0.0342797089999749,d,2,0
0927,Interleaved,Direct,6,7,5,8,1,3,2,24.57607962499992,25.0793705829999,25.24968629099999,0.17031570800008922,d,2,0
0927,Interleaved,Direct,1,3,8,2,2,5,1,25.355921457999784,25.85875220799994,25.96289937499978,0.10414716699983728,d,2,1
0927,Interleaved,Direct,6,5,11,3,3,2,1,26.09100504099979,26.593872790999967,26.6628216659999,0.06894887499993274,d,2,1
