subject_id,condition,phase,node_l,node_c,node_r,dist_l,dist_r,trial_timestamp,choice_timestamp,response_timestamp,response_delay,response_key,response,accuracy
0927,Interleaved,Judgement,3,1,9,2,4,52.504185917000086,53.00697508400003,53.11318425000013,0.10620916600009878,d,-1,0
0927,Interleaved,Judgement,5,9,4,4,3,53.259610374999966,53.76254525000013,53.891946209000025,0.129400958999895,d,-1,0
0927,Interleaved,Judgement,11,2,10,2,4,54.04001408399995,54.542706167000006,54.65305962499997,0.11035345799996321,d,-1,0
0927,Interleaved,Judgement,7,11,6,3,2,54.777071334000084,55.27992279199998,55.435871459000055,0.15594866700007515,d,-1,0
0927,Interleaved,Judgement,9,5,8,4,5,55.556823542000075,56.059636959000045,56.150778500000115,0.09114154100006999,d,-1,0
0927,Interleaved,Judgement,5,1,9,3,4,56.27133970900013,56.774452124999925,56.869887167000115,0.09543504200019015,d,-1,0
0927,Interleaved,Judgement,1,9,4,4,3,57.009302041999945,57.51222416700011,57.60890133399994,0.0966771669998252,d,-1,0
0927,Interleaved,Judgement,11,7,12,3,4,57.75307124999995,58.25580274999993,58.315714999999955,0.05991225000002487,d,-1,0
0927,Interleaved,Judgement,6,12,2,3,2,58.46202191700013,58.96480783400011,59.122761958999945,0.15795412499983286,d,-1,0
0927,Interleaved,Judgement,7,10,1,2,5,59.24212195900009,59.745006500000045,59.74868795900011,0.0036814590000631142,d,-1,0
0927,Interleaved,Judgement,1,10,4,5,4,59.86865612500014,60.37148216700007,60.525549959000045,0.154067791999978,d,-1,0
0927,Interleaved,Judgement,7,1,8,4,5,60.64718783400008,61.14995708400011,61.36069058399994,0.21073349999983293,d,-1,0
0927,Interleaved,Judgement,8,5,12,5,2,61.48335687500003,61.985963874999925,62.00913958399997,0.023175709000042843,d,-1,0
0927,Interleaved,Judgement,6,10,3,2,3,62.12929404200008,62.63214437500005,62.704806167000015,0.07266179199996259,d,-1,0
0927,Interleaved,Judgement,5,11,8,3,2,62.8523150420001,63.355027000000064,63.434785749999946,0.07975874999988264,d,-1,0
0927,Interleaved,Judgement,11,1,8,3,5,63.55695154199998,64.05960412500008,64.2855111670001,0.2259070420000171,d,-1,0
0927,Interleaved,Judgement,1,7,4,4,3,64.43104416699998,64.93395824999993,64.98356391700008,0.04960566700015079,d,-1,0
0927,Interleaved,Judgement,2,10,5,4,5,65.10440491700001,65.60706025000013,65.75352108400011,0.14646083399998133,d,-1,0
0927,Interleaved,Judgement,12,1,8,3,5,65.87596116700001,66.37868304200015,66.42268695899998,0.0440039169998272,d,-1,0
0927,Interleaved,Judgement,11,10,4,2,4,66.54369425000004,67.04661141700012,67.10888262499998,0.062271207999856415,d,-1,0
0927,Interleaved,Judgement,1,8,2,5,4,67.23104075000015,67.73382100000003,67.78654804200005,0.05272704200001499,d,-1,0
0927,Interleaved,Judgement,9,2,12,3,2,67.93723454199994,68.44002045899992,68.67631070900006,0.23629025000013826,d,-1,0
0927,Interleaved,Judgement,7,11,4,3,2,68.79882858400015,69.30166095899995,69.48144845900015,0.17978750000020227,d,-1,0
0927,Interleaved,Judgement,5,9,7,4,2,69.62428079200004,70.12729958399996,70.13462720899997,0.007327625000016269,d,-1,0
0927,Interleaved,Judgement,8,4,1,4,2,70.27857816699998,70.78147220899996,70.84455783399994,0.06308562499998516,d,-1,0
0927,Interleaved,Judgement,8,2,6,4,2,70.96905808399993,71.47174679199998,71.59949429200014,0.12774750000016866,d,-1,0
